LAMMPS (30 Mar 2026)
KOKKOS mode with Kokkos version 5.1.99 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
Kokkos::OpenMP::initialize WARNING: OMP_PROC_BIND environment variable not set
  In general, for best performance with OpenMP 4.0 or better set OMP_PROC_BIND=spread and OMP_PLACES=threads
  For best performance with OpenMP 3.1 set OMP_PROC_BIND=true
  For unit testing set OMP_PROC_BIND=false

MPI detected: For OpenMP binding to work as intended, MPI ranks must be bound to exclusive CPU sets.

  using 40 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-16.796 -16.796 -16.796) to (16.796 16.796 16.796)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  32000 atoms
  reading velocities ...
  32000 velocities
  scanning bonds ...
  1 = max bonds/atom
  orthogonal box = (-16.796 -16.796 -16.796) to (16.796 16.796 16.796)
  1 by 1 by 1 MPI processor grid
  reading bonds ...
  31680 bonds
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        1        1       
  special bond factors coul:  0        1        1       
     2 = max # of 1-2 neighbors
     2 = max # of special neighbors
  special bonds CPU = 0.035 seconds
  read_data CPU = 1.460 seconds

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
WARNING: Communication cutoff 1.52 is shorter than a bond length based estimate of 1.855. This may lead to errors. (src/comm.cpp:694)
Neighbor list info ...
  update: every = 1 steps, delay = 1 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.52
  ghost atom cutoff = 1.52
  binsize = 1.52, bins = 23 23 23
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/kk, perpetual
      attributes: half, newton on, kokkos_device
      pair build: half/bin/newton/kk/device
      stencil: half/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : lj
  Current step  : 0
  Time step     : 0.012
WARNING: Communication cutoff 1.52 is shorter than a bond length based estimate of 1.855. This may lead to errors. (src/comm.cpp:694)
Per MPI rank memory allocation (min/avg/max) = 74.5 | 74.5 | 74.5 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   0.97029772     0.44484087     20.494523      22.394765      4.6721833    
       500   0.97861357     0.4475106      20.515276      22.430662      4.7759268    
      1000   0.98470844     0.44913781     20.508087      22.434242      4.7743709    
      1500   0.99664895     0.44499456     20.514481      22.454402      4.7106107    
      2000   0.99952108     0.45350047     20.516847      22.469582      4.8437082    
      2500   1.0033443      0.4452921      20.514925      22.465187      4.6568261    
      3000   0.99663775     0.45709317     20.510515      22.462518      4.8491459    
      3500   1.0030036      0.4601288      20.518626      22.483213      4.8454657    
      4000   1.0106296      0.45567084     20.517355      22.488922      4.8540626    
      4500   1.0078162      0.45689332     20.514678      22.483248      4.8101806    
      5000   1.0104046      0.45163717     20.512838      22.480034      4.7826937    
      5500   0.99920443     0.45839289     20.519931      22.477084      4.6590331    
      6000   1.0052389      0.4555496      20.509692      22.473053      4.7412663    
      6500   1.0029414      0.45133213     20.516408      22.472105      4.7312012    
      7000   0.99828909     0.4565699      20.507958      22.461915      4.7667617    
      7500   0.9962246      0.45760408     20.511446      22.46334       4.8555394    
      8000   0.99528669     0.45015661     20.515224      22.458264      4.7894688    
      8500   0.99705604     0.45316514     20.515947      22.464649      4.7140069    
      9000   1.0030539      0.45266237     20.52293       22.480126      4.769578     
      9500   1.0029412      0.4555433      20.518493      22.478401      4.8341284    
     10000   1.0000333      0.46289883     20.514981      22.477883      4.8602782    
     10500   0.99991808     0.45297635     20.518827      22.471634      4.77366      
     11000   0.99873363     0.45408072     20.514285      22.466419      4.8134198    
     11500   0.99444151     0.45938635     20.515818      22.46682       4.8282548    
     12000   1.004987       0.45690426     20.515216      22.479553      4.9166747    
     12500   0.99846065     0.45541489     20.517321      22.47038       4.7287941    
     13000   1.0059845      0.45396096     20.515832      22.478723      4.782841     
     13500   1.0037813      0.45171891     20.521197      22.478541      4.8095133    
     14000   1.0043347      0.45116597     20.513553      22.471174      4.8418509    
     14500   1.0014653      0.45587133     20.511939      22.469961      4.7553004    
     15000   0.99456242     0.45032757     20.511704      22.453829      4.8446226    
     15500   0.99768419     0.45192139     20.520209      22.46861       4.7598795    
     16000   1.0053781      0.45413634     20.516287      22.478443      4.7717796    
     16500   1.0029381      0.45512607     20.519638      22.479124      4.7747406    
     17000   1.0054736      0.45140265     20.508095      22.467661      4.7668969    
     17500   1.0051242      0.45422543     20.516627      22.478491      4.7337845    
     18000   1.00925        0.45207622     20.525086      22.490989      4.7563395    
