N/A, N/A, 2025-07-15T10:53:29, 2025-07-15T10:55:50, sol, 1, sg016, 1, 0, N/A, 48, N/A, streaming, performance, prod, 1, sg016, 1, N/A, 0, 24, N/A, 1, 24, 1000, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0.002, 500000, 141.077, 612.433, N/A
N/A, N/A, 2025-07-15T10:48:02, 2025-07-15T10:50:22, sol, 1, sg016, 1, 0, N/A, 48, N/A, streaming, performance, prod, 1, sg016, 1, N/A, 0, 24, N/A, 1, 24, 1000, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0.002, 500000, 140.084, 616.775, N/A
N/A, N/A, 2025-07-15T10:58:57, 2025-07-15T11:01:17, sol, 1, sg016, 1, 0, N/A, 48, N/A, streaming, performance, prod, 1, sg016, 1, N/A, 0, 24, N/A, 1, 24, 1000, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0.002, 500000, 140.521, 614.858, N/A
N/A, N/A, 2025-07-15T10:56:14, 2025-07-15T10:58:33, sol, 1, sg016, 1, 0, N/A, 48, N/A, streaming, performance, prod, 1, sg016, 1, N/A, 0, 24, N/A, 1, 24, 1000, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0.002, 500000, 139.446, 619.595, N/A
N/A, N/A, 2025-07-15T10:50:45, 2025-07-15T10:53:06, sol, 1, sg016, 1, 0, N/A, 48, N/A, streaming, performance, prod, 1, sg016, 1, N/A, 0, 24, N/A, 1, 24, 1000, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0.002, 500000, 140.337, 615.664, N/A
N/A, N/A, 2025-07-15T10:26:00, 2025-07-15T10:28:22, sol, 1, sg016, 1, 0, N/A, 48, N/A, streaming, performance, prod, 1, sg016, 1, N/A, 0, 24, N/A, 1, 24, 1000, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0.002, 500000, 141.201, 611.897, N/A
N/A, N/A, 2025-07-15T10:23:15, 2025-07-15T10:25:36, sol, 1, sg016, 1, 0, N/A, 48, N/A, streaming, performance, prod, 1, sg016, 1, N/A, 0, 24, N/A, 1, 24, 1000, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0.002, 500000, 141.727, 609.624, N/A
N/A, N/A, 2025-07-15T10:31:30, 2025-07-15T10:33:51, sol, 1, sg016, 1, 0, N/A, 48, N/A, streaming, performance, prod, 1, sg016, 1, N/A, 0, 24, N/A, 1, 24, 1000, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0.002, 500000, 141.173, 612.016, N/A
N/A, N/A, 2025-07-15T10:28:46, 2025-07-15T10:31:07, sol, 1, sg016, 1, 0, N/A, 48, N/A, streaming, performance, prod, 1, sg016, 1, N/A, 0, 24, N/A, 1, 24, 1000, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0.002, 500000, 140.969, 612.904, N/A
N/A, N/A, 2025-07-15T10:20:30, 2025-07-15T10:22:51, sol, 1, sg016, 1, 0, N/A, 48, N/A, streaming, performance, prod, 1, sg016, 1, N/A, 0, 24, N/A, 1, 24, 1000, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0.002, 500000, 141.061, 612.503, N/A
