LAMMPS (30 Mar 2026)
KOKKOS mode with Kokkos version 5.1.99 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 48 OpenMP thread(s) per MPI task
package kokkos
package kokkos newton on neigh half
# FENE beadspring benchmark

units           lj
atom_style      bond
special_bonds   fene

read_data       input/data.chain
Reading data file ...
  orthogonal box = (-16.796 -16.796 -16.796) to (16.796 16.796 16.796)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  32000 atoms
  reading velocities ...
  32000 velocities
  scanning bonds ...
  1 = max bonds/atom
  orthogonal box = (-16.796 -16.796 -16.796) to (16.796 16.796 16.796)
  1 by 1 by 1 MPI processor grid
  reading bonds ...
  31680 bonds
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        1        1       
  special bond factors coul:  0        1        1       
     2 = max # of 1-2 neighbors
     2 = max # of special neighbors
  special bonds CPU = 0.035 seconds
  read_data CPU = 1.461 seconds

neighbor        0.4 bin
neigh_modify    every 1 delay 1

bond_style      fene
bond_coeff      1 30.0 1.5 1.0 1.0

pair_style      lj/cut 1.12
pair_modify     shift yes
pair_coeff      1 1 1.0 1.0 1.12

fix             1 all nve
fix             2 all langevin 1.0 1.0 10.0 904297

thermo          500
timestep        0.012

run             50000

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:

- KOKKOS package: https://doi.org/10.1145/3731599.3767498

@inproceedings{Johansson25,
 author = {A. Johansson and E. Weinberg and C. Trott and M. McCarthy and S. Moore},
 title = {{LAMMPS-KOKKOS}: {P}erformance Portable Molecular Dynamics Across Exascale Architectures},
 year = 2025,
 booktitle = {Proceedings of the SC '25 Workshops of the International Conference for High Performance Computing,
  Networking, Storage and Analysis},
 pages = {1217–1232},
}

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
WARNING: Communication cutoff 1.52 is shorter than a bond length based estimate of 1.855. This may lead to errors. (src/comm.cpp:694)
Neighbor list info ...
  update: every = 1 steps, delay = 1 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.52
  ghost atom cutoff = 1.52
  binsize = 1.52, bins = 23 23 23
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/kk, perpetual
      attributes: half, newton on, kokkos_device
      pair build: half/bin/newton/kk/device
      stencil: half/bin/3d
      bin: kk/device
WARNING: Communication cutoff 1.52 is shorter than a bond length based estimate of 1.855. This may lead to errors. (src/comm.cpp:694)
Per MPI rank memory allocation (min/avg/max) = 87.71 | 87.71 | 87.71 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   0.97029772     0.44484087     20.494523      22.394765      4.6721833    
       500   0.98228664     0.44746998     20.504928      22.425782      4.7529208    
      1000   0.98446989     0.45165611     20.509202      22.437516      4.6587812    
      1500   0.99444858     0.45313135     20.509261      22.454018      4.8193561    
      2000   0.98983619     0.4519488      20.519179      22.455835      4.8028819    
      2500   0.99872479     0.4494696      20.510968      22.458478      4.7797571    
      3000   0.99967639     0.45403203     20.513178      22.466678      4.8125209    
      3500   0.99869224     0.4513885      20.514097      22.463477      4.7579024    
      4000   1.0022224      0.44336781     20.51726       22.463914      4.7541484    
      4500   0.99785343     0.44896958     20.51288       22.458583      4.7391227    
      5000   1.0006999      0.457021       20.514572      22.472596      4.8068957    
      5500   0.99769944     0.44430094     20.519404      22.460208      4.7180616    
      6000   0.99377146     0.45572721     20.512827      22.459164      4.8254785    
      6500   0.99919833     0.46212364     20.518156      22.479031      4.8121331    
      7000   0.99531837     0.45215694     20.523543      22.468631      4.7140179    
      7500   0.99308641     0.45425217     20.514307      22.458143      4.8108221    
      8000   0.99635114     0.4541535      20.515706      22.464339      4.8849062    
      8500   1.0007346      0.45048036     20.515227      22.466763      4.8003167    
      9000   0.99896724     0.45389047     20.519157      22.471452      4.8045579    
      9500   0.99697526     0.45438069     20.514481      22.464278      4.7298344    
     10000   0.99416247     0.45520214     20.518363      22.464762      4.7936663    
     10500   1.0071953      0.44726657     20.518665      22.476678      4.7095525    
     11000   0.99860494     0.44915184     20.520791      22.467804      4.7226776    
     11500   0.99940935     0.45882375     20.514853      22.472744      4.8307049    
     12000   1.0103637      0.45039161     20.515809      22.481699      4.7326244    
     12500   1.0098036      0.45455727     20.516665      22.485881      4.7457524    
     13000   0.99947641     0.4582863      20.520545      22.477999      4.7852962    
     13500   1.0078091      0.44977662     20.519581      22.481024      4.7789953    
     14000   1.0004891      0.45451491     20.516837      22.472039      4.7563983    
     14500   1.0000186      0.46033306     20.521348      22.481662      4.8574038    
     15000   1.0075294      0.45582101     20.521902      22.48897       4.8138576    
     15500   1.003893       0.44723312     20.519625      22.47265       4.79209      
     16000   1.0036212      0.45202366     20.514237      22.471646      4.8013176    
     16500   0.99822089     0.45501197     20.517771      22.470067      4.8104154    
     17000   1.0004711      0.45418945     20.51766       22.472509      4.7952593    
     17500   1.0045775      0.45685568     20.518835      22.48251       4.9029573    
     18000   1.0048115      0.45767133     20.523998      22.488839      4.8306772    
     18500   1.0141967      0.45587232     20.519039      22.496159      4.7598893    
     19000   0.99650384     0.45645752     20.522704      22.473871      4.8004283    
     19500   1.0043008      0.45098288     20.513524      22.470911      4.8179665    
     20000   0.99902184     0.44929239     20.514165      22.461943      4.7790693    
     20500   0.99931648     0.459206       20.51651       22.474644      4.7406635    
